"# vegas_1param_iters=1e6_N=50, t=3533s",
-2.880028636,0.163125
-2.879658669,0.1575
-2.880769766,0.148125
-2.879218721,0.15
-2.879383908,0.159375
-2.879596081,0.170625
-2.880567714,0.1453125
-2.880590342,0.1725
-2.879613617,0.16125
-2.880062851,0.14625
-2.878973962,0.155625
-2.879044015,0.1621875
-2.880359184,0.1621875
-2.879397833,0.14625
-2.879729197,0.135
-2.878672263,0.1575
-2.879195509,0.1425
-2.879583829,0.151875
-2.879878635,0.1275
-2.880495639,0.16125
-2.880366187,0.14625
-2.880585577,0.155625
-2.879384589,0.1575
-2.879390609,0.155625
-2.880250255,0.163125
-2.879922433,0.1528125
-2.879954506,0.16875
-2.88197686,0.15
-2.880330311,0.144375
-2.880335549,0.1584375
-2.8802737,0.15
-2.8799617,0.15375
-2.881338512,0.1575
-2.879894271,0.165
-2.880001796,0.1490625
-2.881050908,0.1575
-2.881939635,0.1471875
-2.880841816,0.163125
-2.879645412,0.15
-2.879805044,0.114375
-2.878713001,0.15
-2.881246881,0.15375
-2.880072198,0.1621875
-2.880926751,0.1725
-2.878864674,0.151875
-2.879616018,0.1603125
-2.880185478,0.13125
-2.879509539,0.15
-2.879986506,0.1575
-2.880524912,0.1425